강의명,url,강사명,별점,별점 수,수강생 수,강의 수,강의 총 시간
Data Structures and Algorithms In C,https://www.udemy.com/course/data-structures-and-algorithms-in-c/,Deepali Srivastava,4.410674,906,3540,151,10.5시간
The Complete MacOS Developer Course - Apps for the Desktop!,https://www.udemy.com/course/macos-programming-for-ios-developers-mac-apps-os-x-cocoa/,Nick Walter,3.5685377,898,6209,173,21시간
Train YOLO for Object Detection with Custom Data,https://www.udemy.com/course/training-yolo-v3-for-objects-detection-with-custom-data/,Valentyn Sichkar,4.07482,865,4093,58,7시간
DevOps Fundamentals: Gain Solid Understanding,https://www.udemy.com/course/devops-fundamentals/,Syed Raza,3.8790677,865,11873,25,2.5시간
Technical Writing: How to Write Software Documentation,https://www.udemy.com/course/start-your-career-as-user-assistance-developer/,JPDocu School of Technical Writing,4.4294167,857,4563,160,13시간
UML Class Diagrams for Programmers,https://www.udemy.com/course/uml-class-diagrams-for-programmers/,Riaan Nel,4.537093,841,4898,21,1.5시간
Get into DevOps: The Masterclass,https://www.udemy.com/course/devops-masterclass/,Releaseworks Academy,4.118134,836,4469,40,3.5시간
High Performance Coding with .NET Core and C#,https://www.udemy.com/course/high-performance-coding-with-net-core-and-csharp/,Gergely Kalapos,4.392795,829,7245,38,6.5시간
Spring Boot For Software Engineers,https://www.udemy.com/course/spring-boot-for-software-engineers/,Nelson Jamal,4.3781686,816,4731,75,6.5시간
"Python, JS, & React | Build a Blockchain & Cryptocurrency",https://www.udemy.com/course/python-js-react-blockchain/,David Joseph Katz,4.495593,776,5706,133,15시간
"Event-Driven Microservices: Spring Boot, Kafka and Elastic",https://www.udemy.com/course/event-driven-microservices-spring-boot-kafka-and-elasticsearch/,Ali Gelenler,4.4208627,770,9853,97,11시간
Data Analysis in Python with Pandas,https://www.udemy.com/course/data-analysis-in-python-with-pandas/,Bill Chambers,3.9262218,755,5779,34,5시간
Beat the Codility Coding Interview in Java,https://www.udemy.com/course/beat-the-codility-coding-interview-in-java/,James Cutajar,4.463834,749,3064,93,6.5시간
"Competitive Programming Essentials,  Master Algorithms 2022",https://www.udemy.com/course/competitive-programming-algorithms-coding-minutes/,Prateek Narang,4.534672,726,7442,342,57시간
Data Structures and Algorithms in C++ For Coding Interview,https://www.udemy.com/course/data-structures-and-algorithms-cplusplus-for-interviews/,El Farouk Yasser,4.5182385,722,6395,63,7시간
APIs: Crash Course,https://www.udemy.com/course/learn-apis/,Christopher Michael,4.5769835,722,3295,19,2시간
TDD in C# From A to Z,https://www.udemy.com/course/tdd-csharp/,Engineer Spock,4.2839475,710,3941,83,9.5시간
MTA 98-361 Software Development Fundamentals C# Exam Prep,https://www.udemy.com/course/mta-98-361-software-development-fundamentals-cs-exam-prep/,Sonia Cross,4.310199,700,3165,0,203개의 질문
AWS Identity Access Management (IAM) Practical Applications,https://www.udemy.com/course/aws-identity-access-management-practical-applications/,Brian Choi,4.6672177,695,2810,21,3.5시간
Software Architecture & Design of Modern Large Scale Systems,https://www.udemy.com/course/software-architecture-design-of-modern-large-scale-systems/,Michael Pogrebinsky | Java Expert & Software Architecture Specialist,4.5047345,681,6231,36,5.5시간
CDI/CD with TeamCity From Beginner to Advanced,https://www.udemy.com/course/teamcity-2017-build-and-deploy-the-modern-way/,Aref Karimi,4.2803893,679,5666,41,7시간
Akka Streams with Scala | Rock the JVM,https://www.udemy.com/course/akka-streams/,Daniel Ciocîrlan,4.799753,670,4560,25,8.5시간
Beat the Codility Coding Interview in Python,https://www.udemy.com/course/beat-the-codility-coding-interview-in-python/,James Cutajar,4.5528884,653,4126,93,6.5시간
Domain Driven Design & Microservices for Architects,https://www.udemy.com/course/domain-driven-design-and-microservices/,Rajeev Sakhuja,4.45072,650,6337,115,12.5시간
Kubernetes for developers,https://www.udemy.com/course/kubernetes-for-developers/,Houssem Dellai,4.3157496,639,49606,53,5시간
Data Structures and Algorithms In Java,https://www.udemy.com/course/data-structures-and-algorithms-in-java/,Deepali Srivastava,4.7591376,636,3098,149,10.5시간
Learn Python: Python in 80 Minutes for Beginners (2022),https://www.udemy.com/course/learn-python-in-80-minutes/,Muhammed Ali Dilek,4.351065,627,15752,23,1.5시간
