강의명,url,강사명,별점,별점 수,수강생 수,강의 수,강의 총 시간,category
"Gherkin and Cucumber: BDD Testing for IOS, Android, and Web",https://www.udemy.com/course/gherkin-and-cucumber-bdd-testing-for-apps-and-websites/,Shannon Atkinson,3.7,358,6075,36,120.0,software_testing
Appium WinAppDriver UI Automation Testing Windows Apps in C#,https://www.udemy.com/course/appium-winappdriver-automation-testing/,Naeem Akram,4.4,353,1470,79,300.0,software_testing
Selenium WebDriver: JavaScript Automation For Beginners 2019,https://www.udemy.com/course/selenium-webdriver/,Rangel Stoilov,4.4,346,12818,23,180.0,software_testing
Manual Software Testing: Complete Course with Practical Labs,https://www.udemy.com/course/manual-software-testing-h/,Balvir Chahal,4.5,345,1025,26,450.0,software_testing
Java (and Cucumber) for Automation Testing,https://www.udemy.com/course/java-and-cucumber-for-automation-testing/,Manual 2 Automation Testing,4.5,334,13297,77,810.0,software_testing
Selenium WebDriver with C# from Scratch - Nunit Framework,https://www.udemy.com/course/selenium-webdriver-with-csharp-nunit/,Rahul Shetty,4.6,319,2332,58,600.0,software_testing
Web & API Automation by KATALON STUDIO(Best for Newbies),https://www.udemy.com/course/katalonstudio/,Testing World,4.4,317,3441,138,1020.0,software_testing
Complete Robot Framework Guide - Beginner to Expert,https://www.udemy.com/course/complete-guide-to-robot-framework-beginner-to-expert/,Bharat Malik,4.5,315,3950,153,990.0,software_testing
Angular Fundamentals from Scratch & Unit/Integration Testing,https://www.udemy.com/course/angular-fundamentals-unit-integration-testing/,Rahul Shetty,4.6,315,2766,63,660.0,software_testing
Certified Web Application Security Tester (C-WAST),https://www.udemy.com/course/certified-web-application-tester/,Cyber Security & Privacy Foundation Pte Ltd,3.6,310,4847,35,240.0,software_testing
Robot Framework Test Automation - Saucelabs Integration,https://www.udemy.com/course/robot-framework-saucelabs-integration/,Bryan Lamb,4.1,308,2835,21,60.0,software_testing
