강의명,url,강사명,별점,별점 수,수강생 수,강의 수,강의 총 시간,category
"Deep Learning: Advanced Computer Vision (GANs, SSD, +More!)",https://www.udemy.com/course/advanced-computer-vision/,Lazy Programmer Inc.,4.7,4477,28289,110,900.0,data_science
Cluster Analysis and Unsupervised Machine Learning in Python,https://www.udemy.com/course/cluster-analysis-unsupervised-machine-learning-python/,Lazy Programmer Team,4.6,4414,22881,56,480.0,data_science
Deep Learning: Convolutional Neural Networks in Python,https://www.udemy.com/course/deep-learning-convolutional-neural-networks-theano-tensorflow/,Lazy Programmer Inc.,4.5,4378,30031,74,720.0,data_science
Deep Learning: Advanced Natural Language Processing and RNNs,https://www.udemy.com/course/deep-learning-advanced-nlp/,Lazy Programmer Inc.,4.6,4230,23680,65,510.0,data_science
Complete 2022 Data Science & Machine Learning Bootcamp,https://www.udemy.com/course/python-data-science-machine-learning-bootcamp/,Philipp Muellauer,4.6,4218,34761,207,2490.0,data_science
Statistics for Data Analysis Using Excel 2016,https://www.udemy.com/course/statistics-using-excel/,Sandeep Kumar ­- Quality Gurus Inc.,4.6,3942,17965,114,870.0,data_science
R Programming for Statistics and Data Science 2022,https://www.udemy.com/course/r-programming-for-statistics-and-data-science/,365 Careers,4.5,3935,22536,126,390.0,data_science
Python & Machine Learning for Financial Analysis,https://www.udemy.com/course/ml-and-python-in-finance-real-cases-and-practical-solutions/,"Dr. Ryan Ahmed, Ph.D., MBA",4.6,3838,95035,131,1380.0,data_science
Deep Learning: Recurrent Neural Networks in Python,https://www.udemy.com/course/deep-learning-recurrent-neural-networks-in-python/,Lazy Programmer Inc.,4.6,3731,28005,72,720.0,data_science
Deployment of Machine Learning Models,https://www.udemy.com/course/deployment-of-machine-learning-models/,Soledad Galli,4.6,3700,22747,147,630.0,data_science
Deep Learning Prerequisites: Logistic Regression in Python,https://www.udemy.com/course/data-science-logistic-regression-in-python/,Lazy Programmer Inc.,4.7,3650,26222,59,390.0,data_science
The Complete Self-Driving Car Course - Applied Deep Learning,https://www.udemy.com/course/applied-deep-learningtm-the-complete-self-driving-car-course/,Rayan Slim,4.7,3558,20236,171,1080.0,data_science
TensorFlow Developer Certificate in 2022: Zero to Mastery,https://www.udemy.com/course/tensorflow-developer-certificate-machine-learning-zero-to-mastery/,Andrei Neagoie,4.7,3497,26524,422,3810.0,data_science
Introduction to Natural Language Processing (NLP),https://www.udemy.com/course/natural-language-processing/,Brian Sacash,4.2,3363,12520,41,180.0,data_science
Intro to Data Science: Your Step-by-Step Guide To Starting,https://www.udemy.com/course/intro-to-data-science/,Kirill Eremenko,4.4,3333,13788,42,330.0,data_science
Unsupervised Machine Learning Hidden Markov Models in Python,https://www.udemy.com/course/unsupervised-machine-learning-hidden-markov-models-in-python/,Lazy Programmer Team,4.6,3305,23808,64,570.0,data_science
Streaming Big Data with Spark Streaming and Scala - Hands On,https://www.udemy.com/course/taming-big-data-with-spark-streaming-hands-on/,Sundog Education by Frank Kane,4.3,3256,24498,37,390.0,data_science
Apache Spark 3 - Spark Programming in Python for Beginners,https://www.udemy.com/course/apache-spark-programming-in-python-for-beginners/,Prashant Kumar Pandey,4.4,3214,18095,61,390.0,data_science
PyTorch for Deep Learning with Python Bootcamp,https://www.udemy.com/course/pytorch-for-deep-learning-with-python-bootcamp/,Jose Portilla,4.6,3148,20448,97,1020.0,data_science
Artificial Intelligence for Business,https://www.udemy.com/course/ai-for-business/,Hadelin de Ponteves,4.5,3091,22189,118,900.0,data_science
Deep Learning with Python and Keras,https://www.udemy.com/course/deep-learning-with-python-and-keras/,Data Weekends,4.4,2986,22529,148,600.0,data_science
AWS Certified Machine Learning Specialty (MLS-C01),https://www.udemy.com/course/aws-machine-learning-a-complete-guide-with-python/,Chandra Lingam,4.7,2970,24107,232,1050.0,data_science
