강의명,url,강사명,별점,별점 수,수강생 수,강의 수,강의 총 시간,category
20 Web Projects With Vanilla JavaScript,https://www.udemy.com/course/web-projects-with-vanilla-javascript/,Brad Traversy,4.9,5744,32115,121,960.0,devel_web
Salesforce Development Training for Beginners,https://www.udemy.com/course/learn-salesforce-apex-basic-to-advance/,Deepika Khanna,4.5,5729,28537,109,840.0,devel_web
Complete guide to ASP.NET Core MVC (.NET 6),https://www.udemy.com/course/complete-aspnet-core-21-course/,Bhrugen Patel,4.5,5639,28441,427,1740.0,devel_web
Django 2.2 & Python | The Ultimate Web Development Bootcamp,https://www.udemy.com/course/the-ultimate-beginners-guide-to-django-django-2-python-web-dev-website/,Nick Walter,4.3,5530,23039,78,600.0,devel_web
JavaScript Beginner Bootcamp (2022),https://www.udemy.com/course/javascript-the-basics-for-beginners/,Rob Merrill,4.3,5519,24287,385,2310.0,devel_web
The Bootstrap 4 Bootcamp,https://www.udemy.com/course/bootstrap-4-bootcamp/,Colt Steele,4.5,5507,24232,87,690.0,devel_web
Web Developer Bootcamp with Flask and Python,https://www.udemy.com/course/web-developer-bootcamp-flask-python/,Jose Salvatierra,4.6,5445,36674,183,1200.0,devel_web
MERN eCommerce From Scratch,https://www.udemy.com/course/mern-ecommerce/,Brad Traversy,4.6,5409,20866,92,900.0,devel_web
Build a Backend REST API with Python & Django - Advanced,https://www.udemy.com/course/django-python-advanced/,Mark Winterbottom,4.6,5372,27126,80,480.0,devel_web
Building an E-Commerce Website in PHP & MySQL for Beginners,https://www.udemy.com/course/online-store-e-commerce-website-in-php-mysql-from-scratch/,Abdul Wali,4.0,5357,123661,61,450.0,devel_web
Accelerated ES6 JavaScript Training,https://www.udemy.com/course/es6-bootcamp-next-generation-javascript/,Maximilian Schwarzmüller,4.7,5238,30119,115,360.0,devel_web
React JS Web Development - The Essentials Bootcamp,https://www.udemy.com/course/react-js-and-redux-mastering-web-apps/,David Joseph Katz,4.2,5225,67438,125,660.0,devel_web
Python Django Dev To Deployment,https://www.udemy.com/course/python-django-dev-to-deployment/,Brad Traversy,4.6,5118,21707,70,660.0,devel_web
